fiscal_year,contracting_agency_name,contracting_office_name,dollars_obligated,funding_office_name,psc_description,psc,vendor_name
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2573.18,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3918.59,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2735.43,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,484.92,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,48105.07,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1128.16,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,400.8,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1301.82,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1224.08,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1480.14,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1431.65,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,503.19,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4487.59,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1812.25,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,21465.27,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,73.62,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1702.0,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1923.08,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,615.06,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,642.14,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4703.82,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,"DAKOTA DRUG, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,260.64,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2021Q4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,50.83,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,9525.24,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,25164.07,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,296.02,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1075.21,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,789.29,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2378.79,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,384.36,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1320.06,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8214.53,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,445.12,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"BROTHERS PRODUCE OF DALLAS, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,766.06,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4216.55,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,107.87,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1560.73,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1301.74,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1735.01,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,21058.11,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,967.98,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,223.96,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,13161.17,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2549.23,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2021Q4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5682.75,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2675.24,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3354.66,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1140.64,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,172.05,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6758.92,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,919.2,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4868.48,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,467.17,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,759.22,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,242.41,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"BROTHERS PRODUCE OF DALLAS, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3533.66,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,257.59,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6209.76,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,285.72,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,70744.44,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,113787.98,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,MCKESSON CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,765.0,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,842.1,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,DMS PHARMACEUTICAL GROUP INC.
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,26190.12,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,26148.19,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,7340.45,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,74024.51,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,37477.96,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,243.44,DLA TROOP SUPPORT,BAKERY AND CEREAL PRODUCTS,8920,"SCHMIDT BAKING COMPANY, INCORPORATED"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,8541.16,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4807.39,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5049.71,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,40987.67,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,12888.51,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,59242.63,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,15342.38,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4968.85,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,33535.32,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,46632.35,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,33836.44,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,662.97,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,76824.13,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,115783.8,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,545.42,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,608.77,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,71.98,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,913.05,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,369.51,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2021Q4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,116.58,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,"CARDINAL HEALTH 200, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1700.57,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2506.41,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4404.8,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1184.02,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3134.78,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2195.69,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1417.82,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1832.38,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,AMERISOURCEBERGEN DRUG CORPORATION
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,400.6,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"BROTHERS PRODUCE OF DALLAS, INC."
FY2022Q1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,434.02,DLA TROOP SUPPORT,FRUITS AND VEGETABLES,8915,"BROTHERS PRODUCE OF DALLAS, INC."
FY2016Q3,DEPT OF THE NAVY,SUP OF SHIPBUILDING CONV AND REPAIR,5992.65,SUP OF SHIPBUILDING CONV AND REPAIR,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,J070,"SPECTRUM SYSTEMS, LLC"
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,79170.0,DLA TROOP SUPPORT,"OUTERWEAR, MEN'S",8405,SENECA CAYUGA COUNTIES CHAPTER NYSARC INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,160.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,RAYCO SUPPLY INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,160.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,RAYCO SUPPLY INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,160.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,RAYCO SUPPLY INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,148.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,RAYCO SUPPLY INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DCSO FEDMALL,148.0,DCSO FEDMALL,"HARDWARE, COMMERCIAL",5340,RAYCO SUPPLY INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,2880.0,DLA TROOP SUPPORT,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",6525,"FEDMEDICAL, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,1100.88,DLA TROOP SUPPORT,"OUTERWEAR, MEN'S",8405,"AMERICAN APPAREL, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,37.26,DLA TROOP SUPPORT,LABORATORY EQUIPMENT AND SUPPLIES,6640,GAC INTERNATIONAL LLC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,387.3,DLA TROOP SUPPORT,DRUGS AND BIOLOGICALS,6505,"AVKARE, INC."
FY2019Q3,DEFENSE LOGISTICS AGENCY,DLA ENERGY,-931.73,DLA ENERGY,FUEL OILS,9140,"FOSTER FUELS, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,177.0,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,24.12,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,197.0,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,111.1,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,72.0,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,14.4,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,157.5,DLA TROOP SUPPORT,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",9925,MICHIGAN CHURCH SUPPLY CO INC
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,5810.0,DLA TROOP SUPPORT,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",6525,"DRAEGER MEDICAL, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,264.42,DLA TROOP SUPPORT,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",6525,"DRAEGER MEDICAL, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,4227.05,DLA TROOP SUPPORT,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",6525,"DRAEGER MEDICAL, INC."
FY2019Q3,DEFENSE LOGISTICS AGENCY,DLA ENERGY,1326.14,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,"FOSTER FUELS, INC."
FY2017Q1,DEFENSE LOGISTICS AGENCY,DLA ENERGY,257.59,DLA ENERGY,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",9130,DAGGETT AVIATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,265.5,DLA TROOP SUPPORT,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",6525,"DRAEGER MEDICAL, INC."
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17.93,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,SKLAR CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,9.62,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,SKLAR CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,31.35,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,SKLAR CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,85.49,DLA TROOP SUPPORT,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",6515,SKLAR CORPORATION
FY2016Q3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,357.75,DLA TROOP SUPPORT,LABORATORY EQUIPMENT AND SUPPLIES,6640,DISPENSERS OPTICAL SERVICE CORP
